,CustomerID,NIK,Annual_Income,Spending_Score,Profession,Work_Experience,Family_Size,province,city,district,gender,birth_datetime,birthday,age,regist_code,birth_year,generation
96,100,7105171504030015,80000000,49,Engineer,3,3,SULAWESI UTARA,KAB. MINAHASA SELATAN,Amurang Barat,Male,2003-04-15,15 April 2003,20,15,2003,Gen. Z (Zoomers)
97,101,1175054803000012,65000000,41,Artist,0,4,ACEH,KOTA SUBULUSSALAM,Longkib,Female,2000-03-08,08 March 2000,23,12,2000,Gen. Z (Zoomers)
98,102,6305104805740019,4000000,48,Executive,1,7,KALIMANTAN SELATAN,KAB. TAPIN,Lokpaikat,Female,1974-05-08,08 May 1974,49,19,1974,Gen. X
99,103,1102072311560013,98000000,59,Artist,0,3,ACEH,KAB. ACEH TENGGARA,Darul Hasanah,Male,1956-11-23,23 November 1956,67,13,1956,Boomers
100,104,6472102109970015,52000000,55,Executive,0,5,KALIMANTAN TIMUR,KOTA SAMARINDA,Loa Janan Ilir,Male,1997-09-21,21 September 1997,26,15,1997,Gen. Z (Zoomers)
101,105,1309061905740004,86000000,56,Healthcare,10,2,SUMATERA BARAT,KAB. KEPULAUAN MENTAWAI,Siberut Barat Daya,Male,1974-05-19,19 May 1974,49,4,1974,Gen. X
102,106,3272054604020003,82000000,42,Doctor,1,2,JAWA BARAT,KOTA SUKABUMI,Baros,Female,2002-04-06,06 April 2002,21,3,2002,Gen. Z (Zoomers)
103,107,3508125206570006,43000000,50,Homemaker,3,2,JAWA TIMUR,KAB. LUMAJANG,Senduro,Female,1957-06-12,12 June 1957,66,6,1957,Boomers
104,108,2104010608690012,78000000,46,Lawyer,1,1,KEPULAUAN RIAU,KAB. LINGGA,Singkep,Male,1969-08-06,06 August 1969,54,12,1969,Gen. X
105,109,7174041604550015,13000000,43,Healthcare,6,5,SULAWESI UTARA,KOTA KOTAMOBAGU,Kotamobagu Barat,Male,1955-04-16,16 April 1955,68,15,1955,Boomers
106,110,2105033107570008,13000000,48,Healthcare,9,3,KEPULAUAN RIAU,KAB. KEPULAUAN ANAMBAS,Siantan Timur,Male,1957-07-31,31 July 1957,66,8,1957,Boomers
107,111,6108100401580019,34000000,52,Entertainment,4,4,KALIMANTAN BARAT,KAB. LANDAK,Sebangki,Male,1958-01-04,04 January 1958,65,19,1958,Boomers
108,112,3525124308040019,25000000,54,Artist,0,1,JAWA TIMUR,KAB. GRESIK,Bungah,Female,2004-08-03,03 August 2004,19,19,2004,Gen. Z (Zoomers)
109,113,3217157009850009,71000000,42,Doctor,1,5,JAWA BARAT,KAB. BANDUNG BARAT,Gununghalu,Female,1985-09-30,30 September 1985,38,9,1985,Gen. Y (Millenials)
110,114,1302111211040018,2000000,46,Artist,1,1,SUMATERA BARAT,KAB. SOLOK,X Koto Singkarak,Male,2004-11-12,12 November 2004,19,18,2004,Gen. Z (Zoomers)
111,115,1702067007050018,97000000,48,Executive,0,3,BENGKULU,KAB. REJANG LEBONG,Kota Padang,Female,2005-07-30,30 July 2005,18,18,2005,Gen. Z (Zoomers)
112,116,3511034506040017,51000000,50,Executive,8,4,JAWA TIMUR,KAB. BONDOWOSO,Tlogosari,Female,2004-06-05,05 June 2004,19,17,2004,Gen. Z (Zoomers)
113,117,3201065505600014,9000000,43,Lawyer,1,1,JAWA BARAT,KAB. BOGOR,Jonggol,Female,1960-05-15,15 May 1960,63,14,1960,Boomers
114,118,3401065909740015,79000000,59,Artist,0,2,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Sentolo,Female,1974-09-19,19 September 1974,49,15,1974,Gen. X
115,119,8205126708720002,84000000,43,Not Employed,2,7,MALUKU UTARA,KAB. KEPULAUAN SULA,Mangoli Selatan,Female,1972-08-27,27 August 1972,51,2,1972,Gen. X
116,120,1210146103730004,87000000,57,Artist,1,2,SUMATERA UTARA,KAB. LABUHANBATU,Pangkatan,Female,1973-03-21,21 March 1973,50,4,1973,Gen. X
117,121,1703100907960002,36000000,56,Executive,0,3,BENGKULU,KAB. BENGKULU UTARA,Lais,Male,1996-07-09,09 July 1996,27,2,1996,Gen. Y (Millenials)
118,122,3374087001850009,50000000,40,Executive,1,4,JAWA TENGAH,KOTA SEMARANG,Candisari,Female,1985-01-30,30 January 1985,38,9,1985,Gen. Y (Millenials)
119,123,3301204608830015,97000000,58,Engineer,9,4,JAWA TENGAH,KAB. CILACAP,Bantarsari,Female,1983-08-06,06 August 1983,40,15,1983,Gen. Y (Millenials)
120,124,7601082204840006,6000000,91,Healthcare,1,3,SULAWESI BARAT,KAB. PASANGKAYU,Tikke Raya,Male,1984-04-22,22 April 1984,39,6,1984,Gen. Y (Millenials)
121,125,1405055604000006,12000000,29,Entertainment,9,2,RIAU,KAB. PELALAWAN,Langgam,Female,2000-04-16,16 April 2000,23,6,2000,Gen. Z (Zoomers)
122,126,3205205806920004,46000000,77,Marketing,1,2,JAWA BARAT,KAB. GARUT,Cisurupan,Female,1992-06-18,18 June 1992,31,4,1992,Gen. Y (Millenials)
123,127,6106100801800001,89000000,35,Engineer,0,7,KALIMANTAN BARAT,KAB. KAPUAS HULU,Semitau,Male,1980-01-08,08 January 1980,43,1,1980,Gen. X
124,128,3525021309830015,4000000,95,Artist,0,2,JAWA TIMUR,KAB. GRESIK,Balongpanggang,Male,1983-09-13,13 September 1983,40,15,1983,Gen. Y (Millenials)
125,129,1209211307640011,38000000,11,Engineer,0,2,SUMATERA UTARA,KAB. ASAHAN,Aek Songsongan,Male,1964-07-13,13 July 1964,59,11,1964,Boomers
126,130,3171011701850005,64000000,75,Entertainment,8,5,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Male,1985-01-17,17 January 1985,38,5,1985,Gen. Y (Millenials)
127,131,9110021008760008,66000000,9,Executive,9,5,PAPUA,KAB. SARMI,Tor Atas,Male,1976-08-10,10 August 1976,47,8,1976,Gen. X
128,132,5319011802840003,26000000,75,Lawyer,0,2,NUSA TENGGARA TIMUR,KAB. MANGGARAI TIMUR,Borong,Male,1984-02-18,18 February 1984,39,3,1984,Gen. Y (Millenials)
129,133,7402284910980003,41000000,34,Healthcare,6,4,SULAWESI TENGGARA,KAB. KONAWE,Amonggedo,Female,1998-10-09,09 October 1998,25,3,1998,Gen. Z (Zoomers)
130,134,1218154711920006,45000000,71,Artist,5,1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Sei Bamban,Female,1992-11-07,07 November 1992,31,6,1992,Gen. Y (Millenials)
131,135,7208042005030001,89000000,5,Engineer,1,2,SULAWESI TENGAH,KAB. PARIGI MOUTONG,Moutong,Male,2003-05-20,20 May 2003,20,1,2003,Gen. Z (Zoomers)
132,136,3205205908940018,92000000,88,Executive,5,5,JAWA BARAT,KAB. GARUT,Cisurupan,Female,1994-08-19,19 August 1994,29,18,1994,Gen. Y (Millenials)
133,137,9110055407790002,76000000,7,Artist,5,2,PAPUA,KAB. SARMI,Bonggo,Female,1979-07-14,14 July 1979,44,2,1979,Gen. X
134,138,7571092111910016,85000000,73,Artist,3,4,GORONTALO,KOTA GORONTALO,Hulonthalangi,Male,1991-11-21,21 November 1991,32,16,1991,Gen. Y (Millenials)
135,139,1872011905040015,22000000,10,Marketing,8,4,LAMPUNG,KOTA METRO,Metro Pusat,Male,2004-05-19,19 May 2004,19,15,2004,Gen. Z (Zoomers)
136,140,7412066711880007,15000000,72,Artist,4,4,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Selatan,Female,1988-11-27,27 November 1988,35,7,1988,Gen. Y (Millenials)
137,141,6110014707660009,32000000,5,Engineer,0,2,KALIMANTAN BARAT,KAB. MELAWI,Belimbing,Female,1966-07-07,07 July 1966,57,9,1966,Gen. X
138,142,1214011103910006,66000000,93,Artist,0,5,SUMATERA UTARA,KAB. NIAS SELATAN,Lolomatua,Male,1991-03-11,11 March 1991,32,6,1991,Gen. Y (Millenials)
139,143,3328056304950015,62000000,40,Doctor,5,3,JAWA TENGAH,KAB. TEGAL,Pagerbarang,Female,1995-04-23,23 April 1995,28,15,1995,Gen. Y (Millenials)
140,144,1610036409910013,85000000,87,Lawyer,1,2,SUMATERA SELATAN,KAB. OGAN ILIR,Tanjung Raja,Female,1991-09-24,24 September 1991,32,13,1991,Gen. Y (Millenials)
141,145,3506251802980004,71000000,12,Engineer,0,5,JAWA TIMUR,KAB. KEDIRI,Ngasem,Male,1998-02-18,18 February 1998,25,4,1998,Gen. Z (Zoomers)
142,146,3507041602950018,26000000,97,Marketing,8,5,JAWA TIMUR,KAB. MALANG,Sumbermanjing Wetan,Male,1995-02-16,16 February 1995,28,18,1995,Gen. Y (Millenials)
143,147,5202061101750010,52000000,36,Engineer,9,2,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,Praya Timur,Male,1975-01-11,11 January 1975,48,10,1975,Gen. X
144,148,5313076904910004,38000000,74,Lawyer,1,1,NUSA TENGGARA TIMUR,KAB. LEMBATA,Buyasuri,Female,1991-04-29,29 April 1991,32,4,1991,Gen. Y (Millenials)
145,149,7210085603890007,51000000,22,Healthcare,7,4,SULAWESI TENGAH,KAB. SIGI,Gumbasa,Female,1989-03-16,16 March 1989,34,7,1989,Gen. Y (Millenials)
146,150,1371012205890004,90000000,90,Artist,6,3,SUMATERA BARAT,KOTA PADANG,Padang Selatan,Male,1989-05-22,22 May 1989,34,4,1989,Gen. Y (Millenials)
147,151,1218132701800002,30000000,17,Lawyer,0,9,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Tebing Tinggi,Male,1980-01-27,27 January 1980,43,2,1980,Gen. X
148,152,2172011005840019,41000000,88,Engineer,0,1,KEPULAUAN RIAU,KOTA TANJUNG PINANG,Tanjung Pinang Barat,Male,1984-05-10,10 May 1984,39,19,1984,Gen. Y (Millenials)
149,153,1674055111790016,17000000,20,Engineer,0,2,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Utara,Female,1979-11-11,11 November 1979,44,16,1979,Gen. X
150,154,6209065407850019,92000000,76,Artist,2,2,KALIMANTAN TENGAH,KAB. LAMANDAU,Sematu Jaya,Female,1985-07-14,14 July 1985,38,19,1985,Gen. Y (Millenials)
151,155,3515065802760014,80000000,16,Healthcare,0,4,JAWA TIMUR,KAB. SIDOARJO,Tanggulangin,Female,1976-02-18,18 February 1976,47,14,1976,Gen. X
